Date,AAPL,AMZN,GOOG,META,NFLX
2015-01-02,24.34716796875,15.425999641418457,26.074962615966797,78.1514663696289,49.84857177734375
2015-01-05,23.661273956298828,15.10949993133545,25.531415939331055,76.8962631225586,47.31142807006836
2015-01-06,23.663497924804688,14.76449966430664,24.939672470092773,75.8602294921875,46.50143051147461
2015-01-07,23.995317459106445,14.920999526977539,24.896942138671875,75.8602294921875,46.74285888671875
2015-01-08,24.917264938354492,15.02299976348877,24.975444793701172,77.88249206542969,47.779998779296875
2015-01-09,24.94399070739746,14.846500396728516,24.65199851989746,77.44416046142578,47.04142761230469
2015-01-12,24.3293514251709,14.570500373840332,24.472139358520508,76.42805480957031,45.547142028808594
2015-01-13,24.545372009277344,14.737000465393066,24.652494430541992,76.15907287597656,46.255714416503906
2015-01-14,24.451833724975586,14.66349983215332,24.885515213012695,75.9897232055664,46.31999969482422
2015-01-15,23.788209915161133,14.34749984741211,24.931224822998047,73.76821899414062,46.25143051147461
2015-01-16,23.603376388549805,14.536999702453613,25.24374008178711,74.89391326904297,48.191429138183594
2015-01-20,24.211322784423828,14.472000122070312,25.18511390686035,75.94986724853516,49.82857131958008
2015-01-21,24.396167755126953,14.862500190734863,25.73859977722168,76.44796752929688,58.468570709228516
2015-01-22,25.030839920043945,15.515999794006348,26.550941467285156,77.3545150756836,61.20571517944336
2015-01-23,25.16000747680664,15.619500160217285,26.827186584472656,77.53382873535156,62.494285583496094
2015-01-26,25.186721801757812,15.482999801635742,26.59168243408203,77.20507049560547,63.79428482055664
2015-01-27,24.304855346679688,15.337499618530273,25.767913818359375,75.49163055419922,64.88143157958984
2015-01-28,25.67888641357422,15.195500373840332,25.339134216308594,75.94986724853516,63.20857238769531
2015-01-29,26.47835922241211,15.58899974822998,25.371929168701172,77.70317840576172,63.400001525878906
2015-01-30,26.090869903564453,17.726499557495117,26.557401657104492,75.62113952636719,63.11428451538086
2015-02-02,26.418224334716797,18.223499298095703,26.257305145263672,74.70463562011719,63.0099983215332
2015-02-03,26.422685623168945,18.177499771118164,26.295066833496094,75.11307525634766,65.27428436279297
2015-02-04,26.62533187866211,18.237499237060547,25.973112106323242,75.34220123291016,64.10143280029297
2015-02-05,26.81537628173828,18.694499969482422,26.212589263916016,75.32227325439453,64.12999725341797
2015-02-06,26.589553833007812,18.714000701904297,26.38251304626465,74.18661499023438,63.47999954223633
