Price,Close,High,Low,Open,Volume
Ticker,HD,HD,HD,HD,HD
Date,,,,,
2024-03-08,366.6035461425781,369.8144462327391,365.37613372745375,368.22372453731765,2162400
2024-03-11,364.80657958984375,366.24021879559626,362.2044713913671,364.8458651757043,2833700
2024-03-12,367.7720031738281,369.1074133452924,365.680487862646,365.7786868378701,2843800
2024-03-13,372.1416015625,375.7943819729557,368.98961498798394,369.235097461896,3761200
2024-03-14,368.48883056640625,373.3297678498832,365.4448717850263,371.169510037817,3877500
2024-03-15,366.4856872558594,371.5819055545214,365.80815326474567,367.35958923652504,9234500
2024-03-18,365.1895446777344,370.7767280832128,364.43346945915766,369.68677033578734,3455600
2024-03-19,372.5539855957031,372.603070098805,366.38746770692654,368.1156737282282,3493800
2024-03-20,377.4636535644531,377.92516178811087,369.4314746614169,372.5638332497515,2750400
2024-03-21,388.0587158203125,389.6985220033589,381.27357648679674,381.39140328245,4212200
2024-03-22,383.22760009765625,389.2566640662041,383.0410310194033,387.55791455173556,2910900
2024-03-25,376.5799560546875,382.8151871209172,375.9711642942657,382.06894075304047,2683900
2024-03-26,373.0646057128906,377.3163788013373,372.5441840840685,375.4998025612944,2720200
2024-03-27,378.91693115234375,379.3391538037214,373.85996835916535,373.96799622703026,2536500
2024-03-28,376.6683349609375,380.60585368501734,372.8584419588636,380.13454648715185,4108200
2024-04-01,361.379638671875,376.21661417177415,361.1930696045438,374.5767781499999,4333200
2024-04-02,356.4405212402344,360.23075592533246,356.4012356572977,357.9134159561031,4650500
2024-04-03,353.39654541015625,355.85137002396135,352.5128145424106,355.4586040789767,4723000
2024-04-04,351.2166748046875,358.40440876969143,350.46059957947045,356.05758195592665,4381600
2024-04-05,351.40325927734375,352.8368685847223,349.5866829135011,351.2166901933418,3243400
2024-04-08,355.5076904296875,356.0183131303261,350.8042680208358,351.5996288025465,4339600
2024-04-09,354.88909912109375,357.8643453641679,352.2477054306608,357.05915569632214,3022600
2024-04-10,344.2253723144531,347.59338496301353,342.4480814431778,345.511698194412,4805200
2024-04-11,341.0929870605469,345.55095722963244,339.54155099230553,344.69668300497045,4104700
2024-04-12,336.6742858886719,339.86555792973866,335.33887566445594,339.86555792973866,3546900
2024-04-15,331.8235778808594,339.826300909452,331.0969593134368,339.6692184890285,4209200
2024-04-16,328.77960205078125,332.0003311868544,326.94339778257984,330.73366308813917,4525500
2024-04-17,326.81573486328125,331.1558784644256,325.9418327827056,330.694370185341,4273800
2024-04-18,326.8746643066406,330.8612973705752,325.34282606797746,329.58477049937636,3717300
2024-04-19,329.29998779296875,329.80078161730813,326.5702239449436,328.6617393688062,3076100
2024-04-22,330.0364685058594,333.31614098253584,327.6798425662795,332.1083563291685,3112800
2024-04-23,332.8742370605469,334.0427360422085,330.2132154143825,331.8923071577134,3697400
2024-04-24,326.9924621582031,331.4504020091707,325.82396326363965,330.9790948692596,4029200
2024-04-25,325.9811096191406,326.89429726404774,320.9928887834601,323.7619383836205,3787800
2024-04-26,329.0348815917969,329.7615001175888,325.00896306979007,325.0187919577998,2465300
2024-04-29,330.7139587402344,331.2442092453337,328.1118506526221,328.9464970113975,2427400
