Price,Close,High,Low,Open,Volume
Ticker,UNH,UNH,UNH,UNH,UNH
Date,,,,,
2024-03-08,471.07318115234375,478.6645917014883,469.2939245087235,472.81286054969934,4672600
2024-03-11,483.5080871582031,484.65471121781974,470.50976665454033,471.4982325508734,4410100
2024-03-12,483.7057800292969,486.6019777917203,481.7288482872056,482.4998504599978,4153800
2024-03-13,482.371337890625,490.27906474129094,479.7321207813583,487.82765855797425,3669000
2024-03-14,483.3598327636719,484.03198234658834,479.5937800382079,483.0830635139071,3378500
2024-03-15,485.1588439941406,485.5542243240522,481.82771871211725,481.82771871211725,5712300
2024-03-18,481.43231201171875,486.42408298365757,480.77005674115304,486.42408298365757,2970500
2024-03-19,487.6300048828125,487.7486159642836,482.1637896640605,484.02211038200187,2511700
2024-03-20,488.5295104980469,488.8952380529672,483.79475041121583,486.78980086860406,3548200
2024-03-21,486.018798828125,490.47678967216984,485.61352419088587,486.6019900869075,3693400
2024-03-22,484.4175109863281,490.1110542943678,484.1209531046512,489.4883460905782,2847000
2024-03-25,480.27581787109375,485.8112329621053,478.48669699955684,484.94137814079966,2786100
2024-03-26,486.63165283203125,487.6497715191793,479.63332741760547,482.49987254170895,3113300
2024-03-27,487.41253662109375,490.01220673950866,485.64317423079876,488.0056221884894,2653100
2024-03-28,488.9941101074219,490.1505983586357,483.65636992598894,489.2906378216853,3820000
2024-04-01,484.0517578125,490.0616171435579,483.06329192369816,488.76672924247424,2928700
2024-04-02,452.8558044433594,458.3318840826733,444.4142967908757,454.2989562828188,11867000
2024-04-03,454.4372863769531,457.5114308981661,450.29561199614767,456.671228881177,4460400
2024-04-04,450.12762451171875,456.3944949504463,446.7075408062299,455.50488163770586,5182000
2024-04-05,450.48345947265625,452.4702856722331,444.8195689219372,445.4917185238286,5744400
2024-04-08,450.7404479980469,451.92661913796,448.3582415718712,450.7107952278283,4532300
2024-04-09,454.4175720214844,454.4571191062212,447.24129950389215,449.04031478958075,3521700
2024-04-10,444.8590393066406,453.44880987104887,444.59216438940217,450.2362958904649,4493500
2024-04-11,436.6251525878906,445.57075679440965,436.3879304281197,445.195165096634,5844100
2024-04-12,434.13421630859375,437.1391307936009,431.3467353530898,435.26105169907544,6042900
2024-04-15,440.49005126953125,443.1786796474067,436.8920210167575,436.90191532846234,5376800
2024-04-16,463.48175048828125,474.21647476001306,460.2296895104737,471.2708357716178,11816500
2024-04-17,473.4652404785156,482.3713273015577,469.11599683924123,473.07975448911156,8759800
2024-04-18,487.4916076660156,496.20988418567174,480.36477693911525,480.52293510374585,8880400
2024-04-19,495.34991455078125,501.44873217803627,489.84415232298534,491.2675456128569,6616000
2024-04-22,485.5640869140625,493.65962458143855,484.9808956865655,492.0385261194466,4697700
2024-04-23,480.57232666015625,488.60855896331714,479.37629141073046,485.33673936576815,3646700
2024-04-24,481.6794128417969,483.22141720642105,475.16542629104543,478.2000237923652,3724400
2024-04-25,488.1637268066406,491.39602941963557,481.90675129251093,483.32025020844077,4329700
2024-04-26,489.6365966796875,491.49491742505785,485.7321442519836,486.3252298336784,2727000
2024-04-29,483.3894958496094,491.6135396832357,482.14401911629767,489.9924410674594,2192100
2024-04-30,478.1209411621094,484.06160037633947,477.02372838835566,483.320250992792,3367500
2024-05-01,478.5262145996094,483.5476382877386,471.56743635040056,473.73217909473584,2729200
2024-05-02,487.2840270996094,487.99572374133623,478.35818139097694,478.6942561710168,3561400
2024-05-03,486.77001953125,487.1060943001262,480.1769390438705,485.19833228522276,2487600
2024-05-06,488.67779541015625,489.16213406694243,486.32524165047516,486.799716160477,2029500
2024-05-07,495.1818542480469,495.86389811222614,489.3301531849475,490.2790719746639,3752100
2024-05-08,497.40594482421875,501.1522392404476,494.3120415582325,498.35489386034635,3078900
2024-05-09,501.1818542480469,502.1110145890837,496.34827177788145,496.34827177788145,2342900
2024-05-10,506.89520263671875,507.6563406960106,501.1522180931194,503.12914991991676,2784600
2024-05-13,505.8375244140625,508.73372222926497,501.45862776527156,506.143946426424,2454500
2024-05-14,507.9528503417969,510.2164154837693,501.448727970182,508.64478852280604,2949700
2024-05-15,511.58050537109375,516.5624120303501,508.8919071299208,508.8919071299208,2981200
2024-05-16,515.2576293945312,522.0681134668936,513.5179197899722,514.0022584189568,3655800
2024-05-17,518.578857421875,519.7847568317954,514.0121499006365,516.9083476779643,2657200
2024-05-20,511.26422119140625,518.578893313514,510.5821772764228,518.578893313514,2476200
2024-05-21,517.5112915039062,518.6677796731159,509.9692921282003,512.3416343364357,2521900
2024-05-22,515.336669921875,520.2098598727811,514.6447920607193,516.7897461588767,2299100
2024-05-23,510.86883544921875,514.2295832280187,509.28725384934006,512.3416399510779,3055400
2024-05-24,502.3087158203125,511.1752559053637,501.66618887056757,510.1571070974862,2527800
2024-05-28,497.8705139160156,500.8062589437807,496.1110457618202,500.8062589437807,2912800
2024-05-29,479.1291809082031,488.2032904155756,467.8112345549931,486.6612860613392,7521600
2024-05-30,476.0946044921875,480.4240900497117,472.4867099161126,476.75688993166415,5170500
2024-05-31,489.6563415527344,492.6612862951857,476.8458321052516,476.8458321052516,6694800
2024-06-03,491.70245361328125,492.9281416112434,487.3828626860272,488.4306340711723,2795100
2024-06-04,499.65960693359375,502.40754086735035,488.8853348983142,492.8095456399407,3178400
2024-06-05,497.31695556640625,503.22799246980276,493.046775666272,502.83261214547593,2464400
2024-06-06,496.13079833984375,498.87873222743104,491.5443022642707,497.8408249737924,2419600
2024-06-07,485.03033447265625,497.0599475727203,484.76345953949345,496.24942846125293,3416300
2024-06-10,489.29058837890625,489.6761045340787,480.5822067848435,485.33672503847066,3332800
2024-06-11,490.49652099609375,492.0385252953367,484.63492579669077,485.1983284004108,4599700
2024-06-12,487.38287353515625,494.2329347713469,481.79804740535695,494.2329347713469,4048200
2024-06-13,491.5640563964844,496.2098579696046,478.79309447453545,484.6250369713403,4951700
2024-06-14,491.38616943359375,492.10776040909184,486.05835385307887,491.09950587269924,3188400
