Price,Close,High,Low,Open,Volume
Ticker,MCD,MCD,MCD,MCD,MCD
Date,,,,,
2024-03-08,285.60430908203125,286.51225180174737,281.9726275822696,283.1539213915147,2481800
2024-03-11,287.8204650878906,288.4355125537138,284.9404913264459,285.2138424453631,2893300
2024-03-12,287.3224792480469,289.3237961587534,286.5707713406119,288.65994789299043,2233100
2024-03-13,276.1443786621094,286.50249360062725,275.89057179074257,285.32122952704776,5441300
2024-03-14,275.04119873046875,275.81242116023645,271.2337683961339,275.7148191869722,4659300
2024-03-15,272.5126953125,277.48184537475925,271.77072963640325,275.1974050380233,5071400
2024-03-18,271.9659423828125,273.6451073459667,271.4680710586829,272.83482630938283,3319400
2024-03-19,276.15411376953125,277.6477874155825,271.96595833333583,272.5712633591028,4055400
2024-03-20,277.6966247558594,277.84305751029837,274.68973316389327,276.76916765602476,2867300
2024-03-21,276.7984313964844,278.7997483926354,275.92957726305843,277.7454028545286,3653300
2024-03-22,275.91986083984375,277.63808481188585,275.4219596222552,277.1401835942973,2556100
2024-03-25,272.0050354003906,273.91849299304744,271.0483215005791,273.35227638661,2985500
2024-03-26,272.0050354003906,272.8153463323498,270.5894789877802,272.5907962369687,2572100
2024-03-27,275.3243103027344,275.59766139059565,271.4973950726761,271.4973950726761,2605000
2024-03-28,275.2560119628906,276.65205404138027,274.57261930429667,275.5488775062675,3453900
2024-04-01,273.5670471191406,274.8654572886426,272.02457242361675,274.8166563006514,2408800
2024-04-02,271.14593505859375,273.8209027081617,270.86284163980224,273.3522880602801,2907700
2024-04-03,268.9981994628906,271.3607276815717,268.61744445476,270.0037442421878,2748000
2024-04-04,263.67755126953125,269.6815327310248,263.5116040737247,269.6815327310248,4095100
2024-04-05,260.3582763671875,264.1949635689392,260.03609450848694,263.02347171893314,6815200
2024-04-08,261.2076110839844,262.3107874879535,259.55773253534534,260.8952013461638,3753200
2024-04-09,263.0429992675781,263.2675493683799,259.1965397592709,259.8994468215259,3934900
2024-04-10,262.2912902832031,262.6036702485134,258.8157838594291,260.6316395109023,3817500
2024-04-11,262.2424621582031,263.472556973508,260.80736147135894,263.1015741058425,2519200
2024-04-12,261.04168701171875,261.8617403013486,260.2508904825036,261.5493305358606,2708400
2024-04-15,259.90924072265625,262.14485063062057,259.7334915975852,261.50051662012527,3686700
2024-04-16,259.1282043457031,260.651164739391,258.85485324409336,259.81159699624527,2912900
2024-04-17,263.5408935546875,263.7068407523385,259.21604740520655,260.1727910960801,3383100
2024-04-18,264.54644775390625,264.84908540101486,262.4670130996839,264.54644775390625,3402700
2024-04-19,265.5324401855469,265.7569902817345,264.0583106632879,265.5519844157577,3016700
2024-04-22,269.0372009277344,269.93537151149945,265.8546197000985,267.2506616682567,3129300
2024-04-23,270.3063659667969,270.81400948799586,267.72903010601385,270.2477928602368,3275700
2024-04-24,270.179443359375,270.4527944500046,266.41110119619344,268.998179338408,4071600
2024-04-25,269.0567321777344,273.17654245742636,268.19762030245727,270.44300196399615,4179800
2024-04-26,266.6063232421875,269.5546120040016,263.950899995674,264.79049746125753,3636500
2024-04-29,267.0553894042969,267.91450129296214,266.1279620918312,267.3287404785965,3148900
2024-04-30,266.5575256347656,270.2965811283474,256.39467502247453,258.054295951949,6894400
2024-05-01,267.91448974609375,269.8670058478058,263.6384747164593,264.93691460819537,4843200
2024-05-02,266.79180908203125,269.7498698967849,266.2353348215745,267.9926172556959,3084000
2024-05-03,263.902099609375,268.09999756776807,262.5060576615362,267.63141274221834,2642100
