,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
158,SPXW250310P05955000,2025-03-07 20:36:06+00:00,5955.0,190.51,182.2,198.1,-1.4600067,-0.760539,68.0,154.0,0.4054319711303711,True,REGULAR,USD
159,SPXW250310P05960000,2025-03-07 21:01:52+00:00,5960.0,198.15,184.7,203.5,27.039993,15.802696,128.0,362.0,0.41663181030273433,True,REGULAR,USD
160,SPXW250310P05965000,2025-03-07 19:50:05+00:00,5965.0,207.01,189.7,208.0,-29.720001,-12.554388,51.0,124.0,0.41870698486328123,True,REGULAR,USD
161,SPXW250310P05970000,2025-03-07 20:47:49+00:00,5970.0,208.09,194.7,213.5,-44.589996,-17.646826,11.0,183.0,0.43092915267944343,True,REGULAR,USD
162,SPXW250310P05975000,2025-03-07 20:47:49+00:00,5975.0,213.17,200.1,218.5,-25.930008,-10.844838,66.0,193.0,0.43802441864013675,True,REGULAR,USD
163,SPXW250310P05980000,2025-03-07 20:14:30+00:00,5980.0,209.16,204.7,223.4,-33.34999,-13.7520075,1261.0,386.0,0.4440363214111328,True,REGULAR,USD
164,SPXW250310P05985000,2025-03-07 20:18:52+00:00,5985.0,214.77,209.7,228.0,-51.789993,-19.42902,86.0,234.0,0.44681339324951175,True,REGULAR,USD
165,SPXW250310P05990000,2025-03-07 20:43:24+00:00,5990.0,239.16,214.6,233.5,-6.0399933,-2.4632926,63.0,238.0,0.45905081970214845,True,REGULAR,USD
166,SPXW250310P05995000,2025-03-07 21:03:57+00:00,5995.0,239.41,219.7,240.2,-24.919983,-9.427604,56.0,239.0,0.483678258972168,True,REGULAR,USD
167,SPXW250310P06000000,2025-03-07 21:04:31+00:00,6000.0,238.83,224.6,243.5,-23.419998,-8.9304085,163.0,860.0,0.4729209202575684,True,REGULAR,USD
168,SPXW250310P06005000,2025-03-07 19:59:36+00:00,6005.0,244.25,229.6,250.3,40.42,19.83025,40.0,109.0,0.49878430908203125,True,REGULAR,USD
169,SPXW250310P06010000,2025-03-07 18:21:47+00:00,6010.0,263.91,236.8,253.5,-20.220001,-7.116461,46.0,123.0,0.4866384344482422,True,REGULAR,USD
170,SPXW250310P06015000,2025-03-07 20:08:37+00:00,6015.0,244.17,239.6,258.0,-42.560013,-14.843236,11.0,211.0,0.48792015991210946,True,REGULAR,USD
171,SPXW250310P06020000,2025-03-07 21:00:23+00:00,6020.0,253.5,246.8,263.5,-40.190002,-13.684498,61.0,242.0,0.5002491381835938,True,REGULAR,USD
172,SPXW250310P06025000,2025-03-07 19:50:07+00:00,6025.0,267.47,251.8,268.5,-18.600006,-6.5019073,76.0,301.0,0.5069934555053711,True,REGULAR,USD
173,SPXW250310P06030000,2025-03-07 20:26:32+00:00,6030.0,263.0,255.8,273.5,-39.48999,-13.054975,26.0,105.0,0.5137377728271484,True,REGULAR,USD
174,SPXW250310P06035000,2025-03-07 20:42:18+00:00,6035.0,294.8,259.6,278.1,25.849976,9.611443,8.0,22.0,0.5158739819335938,True,REGULAR,USD
175,SPXW250310P06040000,2025-03-07 20:41:58+00:00,6040.0,295.31,265.8,283.5,-12.100006,-3.9361134,33.0,77.0,0.5271043383789062,True,REGULAR,USD
176,SPXW250310P06045000,2025-03-07 20:36:44+00:00,6045.0,284.44,269.6,288.0,-21.730011,-7.0973673,5.0,38.0,0.5279588220214844,True,REGULAR,USD
177,SPXW250310P06050000,2025-03-07 19:33:25+00:00,6050.0,271.72,275.8,293.5,-38.799988,-12.495166,46.0,226.0,0.5403488348388674,True,REGULAR,USD
178,SPXW250310P06055000,2025-03-07 20:32:15+00:00,6055.0,285.13,279.6,298.0,35.550003,14.243931,10.0,52.0,0.5410812493896486,True,REGULAR,USD
179,SPXW250310P06060000,2025-03-07 21:01:52+00:00,6060.0,298.05,285.8,303.5,-18.950012,-5.977922,63.0,108.0,0.5535017794799805,True,REGULAR,USD
180,SPXW250310P06065000,2025-03-07 21:07:37+00:00,6065.0,302.63,289.6,308.0,81.850006,37.07311,116.0,62.0,0.554112124938965,True,REGULAR,USD
181,SPXW250310P06070000,2025-03-07 21:07:37+00:00,6070.0,307.83,294.6,315.2,-19.170013,-5.8623896,60.0,106.0,0.5862468133544922,True,REGULAR,USD
182,SPXW250310P06075000,2025-03-07 20:27:51+00:00,6075.0,306.52,300.6,318.7,26.410004,9.428441,102.0,95.0,0.5754436987304687,True,REGULAR,USD
183,SPXW250310P06080000,2025-03-07 18:22:21+00:00,6080.0,338.46,304.7,324.7,57.78,20.58572,10.0,78.0,0.5936930279541017,True,REGULAR,USD
184,SPXW250310P06085000,2025-03-07 20:34:51+00:00,6085.0,314.8,309.6,328.0,-24.120026,-7.116731,23.0,68.0,0.5798687033081055,True,REGULAR,USD
185,SPXW250310P06090000,2025-03-07 20:34:51+00:00,6090.0,319.91,314.7,335.2,16.800018,5.5425487,30.0,118.0,0.6125832199096681,True,REGULAR,USD
186,SPXW250310P06095000,2025-03-07 19:37:28+00:00,6095.0,320.7,319.6,340.2,-28.470001,-8.153622,25.0,14.0,0.6190986576843263,True,REGULAR,USD
187,SPXW250310P06100000,2025-03-07 20:15:57+00:00,6100.0,341.4,324.7,345.2,-25.179993,-6.8688946,32.0,773.0,0.6255988368225098,True,REGULAR,USD
188,SPXW250310P06105000,2025-03-07 20:57:53+00:00,6105.0,331.1,329.6,350.2,23.360016,7.590829,31.0,37.0,0.6320837573242188,True,REGULAR,USD
189,SPXW250310P06110000,2025-03-07 20:57:53+00:00,6110.0,336.16,334.6,353.7,-30.320007,-8.273304,17.0,63.0,0.6203346072387697,True,REGULAR,USD
190,SPXW250310P06115000,2025-03-07 20:26:08+00:00,6115.0,349.83,339.6,360.2,-17.800018,-4.8418293,4.0,56.0,0.6449620465087891,True,REGULAR,USD
191,SPXW250310P06120000,2025-03-07 20:33:04+00:00,6120.0,355.0,344.6,363.7,-36.73001,-9.376359,28.0,94.0,0.6329687582397462,True,REGULAR,USD
192,SPXW250310P06125000,2025-03-07 15:39:04+00:00,6125.0,424.53,349.6,368.7,143.54999,51.089035,3.0,80.0,0.6392553164672851,True,REGULAR,USD
193,SPXW250310P06130000,2025-03-06 19:24:53+00:00,6130.0,405.74,354.6,373.7,0.0,0.0,1.0,31.0,0.6455113574218749,True,REGULAR,USD
194,SPXW250310P06135000,2025-03-07 16:44:05+00:00,6135.0,461.0,359.6,378.0,80.5,21.156374,2.0,12.0,0.6427342855834962,True,REGULAR,USD
195,SPXW250310P06140000,2025-03-07 20:38:57+00:00,6140.0,391.98,364.6,383.7,-1.3899841,-0.35335287,2.0,16.0,0.5024768991088868,True,REGULAR,USD
196,SPXW250310P06145000,2025-03-04 20:43:41+00:00,6145.0,328.61,369.6,388.0,0.0,0.0,11.0,18.0,0.6550632638549806,True,REGULAR,USD
197,SPXW250310P06150000,2025-03-07 18:50:41+00:00,6150.0,395.28,374.6,393.7,4.0799866,1.0429413,1.0,17.0,0.5129443237304687,True,REGULAR,USD
198,SPXW250310P06155000,2025-03-07 20:59:25+00:00,6155.0,383.1,379.6,398.0,242.67001,172.80498,16.0,4.0,0.5097400100708008,True,REGULAR,USD
199,SPXW250310P06160000,2025-03-07 15:33:35+00:00,6160.0,448.15,384.6,403.7,116.51999,35.135536,1.0,6.0,0.523320196533203,True,REGULAR,USD
200,SPXW250310P06165000,2025-03-07 03:07:30+00:00,6165.0,403.56,389.6,408.0,249.98999,162.78569,1.0,2.0,0.519963296508789,True,REGULAR,USD
201,SPXW250310P06170000,2025-03-07 15:58:57+00:00,6170.0,449.3,394.6,413.7,149.20999,49.72175,2.0,20.0,0.5336350347900392,True,REGULAR,USD
202,SPXW250310P06175000,2025-03-05 15:59:24+00:00,6175.0,390.08,399.6,420.1,0.0,0.0,1.0,7.0,0.5549360913085939,True,REGULAR,USD
203,SPXW250310P06180000,2025-02-27 16:35:55+00:00,6180.0,216.0,404.6,423.0,0.0,0.0,1.0,2.0,0.5352524502563477,True,REGULAR,USD
204,SPXW250310P06190000,2025-03-07 15:32:30+00:00,6190.0,482.14,414.6,433.0,34.710022,7.7576427,2.0,6.0,0.5453536676025392,True,REGULAR,USD
205,SPXW250310P06195000,2025-03-04 15:00:32+00:00,6195.0,428.96,419.6,438.3,0.0,0.0,1.0,2.0,0.5542647113037109,True,REGULAR,USD
206,SPXW250310P06200000,2025-03-07 16:52:46+00:00,6200.0,531.8,424.9,443.7,116.94,28.187824,2.0,25.0,0.5680585186767577,True,REGULAR,USD
207,SPXW250310P06210000,2025-03-06 17:12:46+00:00,6210.0,467.32,434.9,453.3,0.0,0.0,2.0,3.0,0.5732159378051759,True,REGULAR,USD
208,SPXW250310P06220000,2025-03-07 20:24:38+00:00,6220.0,457.26,444.6,463.0,457.26,,5.0,0.0,0.5754436987304687,True,REGULAR,USD
209,SPXW250310P06225000,2025-03-07 18:39:33+00:00,6225.0,470.27,449.9,468.7,200.04999,74.032265,3.0,1.0,0.5933878552246095,True,REGULAR,USD
210,SPXW250310P06230000,2025-03-07 20:24:38+00:00,6230.0,467.23,454.6,473.0,-18.799988,-3.8680713,1.0,3.0,0.5853618124389649,True,REGULAR,USD
211,SPXW250310P06235000,2025-03-07 18:35:31+00:00,6235.0,497.28,459.9,477.9,255.38,105.572556,1.0,1.0,0.5930216479492189,True,REGULAR,USD
212,SPXW250310P06250000,2025-03-06 17:12:33+00:00,6250.0,505.88,474.6,493.7,0.0,0.0,2.0,3.0,0.6145058081054688,True,REGULAR,USD
213,SPXW250310P06300000,2025-03-07 17:53:22+00:00,6300.0,567.61,524.6,543.3,242.87997,74.79443,3.0,13.0,0.6579624047851562,True,REGULAR,USD
214,SPXW250310P06325000,2025-03-07 19:50:07+00:00,6325.0,567.52,549.6,568.2,567.52,,19.0,0.0,0.6804841522216798,True,REGULAR,USD
215,SPXW250310P06350000,2025-03-07 19:26:20+00:00,6350.0,578.08,574.6,593.2,203.6,54.36872,11.0,12.0,0.704226590576172,True,REGULAR,USD
216,SPXW250310P06375000,2025-03-07 20:13:25+00:00,6375.0,603.34,599.6,620.1,603.34,,30.0,12.0,0.7553125054931642,True,REGULAR,USD
217,SPXW250310P06425000,2025-03-04 13:07:03+00:00,6425.0,607.5,652.1,670.1,0.0,0.0,6.0,6.0,0.8363053479003906,True,REGULAR,USD
218,SPXW250310P06500000,2025-03-06 14:44:11+00:00,6500.0,748.5,724.6,745.0,748.5,,,3.0,0.8711560736083983,True,REGULAR,USD
219,SPXW250310P06600000,2025-02-18 06:45:13+00:00,6600.0,454.28,824.5,843.6,0.0,0.0,,1.0,0.9356695886230468,True,REGULAR,USD
220,SPXW250310P06700000,2025-02-18 06:45:13+00:00,6700.0,554.03,924.5,943.1,0.0,0.0,,1.0,1.0116016217041015,True,REGULAR,USD
