Date,ASIANPAINT,HDFCBANK,ITC,RELIANCE,TCS
2015-08-28,801.6357421875,479.02239990234375,162.0188446044922,183.763671875,1078.6728515625
2015-08-31,792.6222534179688,478.7893981933594,161.10220336914062,180.28810119628906,1075.81982421875
2015-09-01,765.0682983398438,466.04437255859375,156.29615783691406,176.9072723388672,1064.6378173828125
2015-09-02,752.8323364257812,463.73773193359375,158.60012817382812,178.95050048828125,1087.4635009765625
2015-09-03,772.0733642578125,470.79754638671875,158.550537109375,179.85626220703125,1093.25341796875
2015-09-04,759.2305908203125,464.1570739746094,157.1136932373047,176.0752410888672,1068.85498046875
2015-09-07,736.019775390625,458.75152587890625,155.30520629882812,175.50650024414062,1065.6241455078125
2015-09-08,739.2888793945312,467.88507080078125,155.03271484375,178.7503662109375,1065.8553466796875
2015-09-09,766.9830322265625,473.593505859375,155.7759552001953,184.11122131347656,1069.819580078125
2015-09-10,754.65380859375,471.123779296875,155.25567626953125,182.62620544433594,1067.9945068359375
2015-09-11,762.3128051757812,470.8907470703125,155.453857421875,181.351806640625,1070.76416015625
2015-09-14,784.822998046875,475.1779479980469,155.4043426513672,181.962646484375,1070.616943359375
2015-09-15,776.2767333984375,472.1256408691406,157.0889129638672,182.62620544433594,1064.5753173828125
2015-09-16,769.5983276367188,476.8787841796875,159.6158447265625,183.79525756835938,1070.0716552734375
2015-09-18,785.5703125,489.1811218261719,157.55960083007812,188.60841369628906,1070.44970703125
2015-09-21,774.968994140625,490.6723327636719,155.7015838623047,184.9643096923828,1070.3653564453125
2015-09-22,751.6181640625,480.2806091308594,154.66111755371094,178.60293579101562,1060.1905517578125
2015-09-23,741.7174072265625,488.92486572265625,156.61822509765625,179.11900329589844,1062.6451416015625
2015-09-24,753.159423828125,489.9500732421875,159.81402587890625,176.3806915283203,1082.68017578125
2015-09-28,742.04443359375,487.6201477050781,158.17893981933594,175.72767639160156,1088.260498046875
2015-09-29,751.711669921875,496.1944885253906,158.74876403808594,177.0968475341797,1085.9737548828125
2015-09-30,786.0841064453125,498.0584411621094,162.9107208251953,181.63616943359375,1085.8897705078125
2015-10-01,784.2626953125,497.5225524902344,162.88592529296875,182.14170837402344,1109.616943359375
2015-10-05,798.973876953125,511.82861328125,163.25753784179688,187.04966735839844,1137.75
2015-10-06,797.385986328125,506.05029296875,169.87203979492188,189.16661071777344,1132.8619384765625
2015-10-07,807.9871826171875,506.8890686035156,172.05210876464844,192.4842071533203,1113.5400390625
2015-10-08,816.48681640625,504.72216796875,168.01405334472656,187.2813720703125,1105.08544921875
2015-10-09,797.479248046875,506.14349365234375,170.1693115234375,186.91275024414062,1103.3441162109375
2015-10-12,802.56982421875,503.5339050292969,168.83160400390625,187.83958435058594,1087.7989501953125
2015-10-13,808.2674560546875,501.5766906738281,170.46661376953125,188.22926330566406,1090.2952880859375
2015-10-14,805.3718872070312,505.4910888671875,170.49139404296875,190.1987762451172,1042.106689453125
2015-10-15,812.6572265625,505.2114562988281,173.11737060546875,190.35671997070312,1035.41455078125
2015-10-16,824.2860717773438,512.620849609375,172.84487915039062,192.6948699951172,1037.1978759765625
2015-10-19,821.25048828125,511.5724182128906,173.91014099121094,202.95310974121094,1044.225341796875
2015-10-20,817.7012329101562,510.22100830078125,172.74575805664062,201.520751953125,1060.169921875
2015-10-21,799.767822265625,510.2675476074219,172.69625854492188,201.1626434326172,1061.5338134765625
2015-10-23,801.9625854492188,516.5584716796875,177.55184936523438,201.29957580566406,1066.8525390625
2015-10-26,763.7606201171875,513.296630859375,176.63522338867188,198.60333251953125,1066.600341796875
2015-10-27,772.5407104492188,517.6768798828125,176.3874969482422,197.90818786621094,1064.3087158203125
2015-10-28,775.7715454101562,517.95654296875,175.9911346435547,197.36056518554688,1063.4671630859375
2015-10-29,776.7081298828125,514.2518920898438,173.4146728515625,198.21365356445312,1049.27587890625
2015-10-30,777.9256591796875,512.4111328125,165.8092041015625,199.62496948242188,1049.213134765625
2015-11-02,777.4105224609375,504.72216796875,167.07264709472656,202.17372131347656,1058.52685546875
2015-11-03,762.5198364257812,505.5610046386719,165.90830993652344,203.73248291015625,1069.501220703125
2015-11-04,751.281494140625,504.06976318359375,166.32943725585938,200.38327026367188,1065.44384765625
2015-11-05,754.6996459960938,503.2076721191406,167.0478515625,197.28683471679688,1043.935791015625
2015-11-06,750.3447875976562,503.6970520019531,167.3203887939453,200.61497497558594,1053.6490478515625
2015-11-09,764.5802001953125,496.1944885253906,169.97113037109375,202.4791717529297,1039.1842041015625
2015-11-10,747.1607055664062,491.4412536621094,166.84971618652344,194.3694610595703,1033.6334228515625
2015-11-13,749.5956420898438,490.25299072265625,163.4061737060547,196.53907775878906,1008.088134765625
2015-11-16,750.1107177734375,494.4002380371094,167.61764526367188,196.8023681640625,998.5017700195312
2015-11-17,756.3855590820312,494.3304443359375,172.96876525878906,195.42266845703125,1005.2086181640625
2015-11-18,769.5903930664062,488.645263671875,172.34939575195312,192.10507202148438,988.76708984375
2015-11-19,771.4166259765625,498.10498046875,174.43040466308594,196.89715576171875,993.4345703125
2015-11-20,776.5675659179688,499.0137023925781,170.664794921875,199.44593811035156,1008.4884033203125
2015-11-23,796.3283081054688,496.77691650390625,167.097412109375,200.89935302734375,1005.41845703125
2015-11-24,802.228271484375,495.9847412109375,166.4285430908203,203.8378143310547,995.7048950195312
2015-11-26,807.1451416015625,495.79827880859375,169.8472900390625,208.25076293945312,986.2861938476562
2015-11-27,804.5697631835938,502.998046875,170.61529541015625,206.22857666015625,989.5661010742188
2015-11-30,785.2772216796875,502.2291564941406,171.50709533691406,203.71142578125,998.0601806640625
2015-12-01,790.9901733398438,504.6756286621094,171.55665588378906,203.4586639404297,993.1609497070312
2015-12-02,794.6893310546875,502.2524719238281,173.11737060546875,205.9968719482422,994.5488891601562
2015-12-03,788.9298095703125,501.7631530761719,170.11978149414062,205.83889770507812,988.47265625
2015-12-04,781.7186279296875,493.445068359375,166.45330810546875,203.36383056640625,979.0745239257812
2015-12-07,816.135986328125,494.8663330078125,155.35479736328125,200.54124450683594,975.4585571289062
2015-12-08,806.1150512695312,488.9481506347656,155.9493408203125,198.19259643554688,979.3273315429688
2015-12-09,786.6820068359375,488.109375,157.2623748779297,192.9265594482422,995.5790405273438
2015-12-10,804.6634521484375,494.2373046875,159.1698760986328,200.1831512451172,1002.6852416992188
2015-12-11,803.9142456054688,487.5967712402344,159.04598999023438,200.7308349609375,1003.29541015625
2015-12-14,819.8820190429688,491.6510009765625,158.60012817382812,201.18370056152344,1000.1207275390625
2015-12-15,822.7852783203125,493.70123291015625,160.01217651367188,205.56507873535156,999.0270385742188
2015-12-16,811.5000610351562,497.35943603515625,158.17893981933594,206.1443328857422,1012.7139892578125
2015-12-17,820.4906005859375,503.39404296875,158.7982940673828,212.68475341796875,1025.8966064453125
2015-12-18,823.6281127929688,500.0157470703125,157.1136932373047,208.93531799316406,1016.2462768554688
2015-12-21,818.0557250976562,501.13409423828125,161.79588317871094,208.9774169921875,1028.69287109375
2015-12-22,825.0330200195312,496.9633483886719,158.67442321777344,207.96636962890625,1011.305419921875
2015-12-23,823.159912109375,500.5281677246094,159.2937774658203,211.44195556640625,1020.030517578125
2015-12-24,825.8289184570312,500.48162841796875,160.38381958007812,210.75735473632812,1023.5839233398438
2015-12-28,825.12646484375,501.9961242675781,161.6224822998047,212.83218383789062,1035.546875
2015-12-29,824.2366333007812,502.3222961425781,160.95355224609375,213.88540649414062,1032.6453857421875
2015-12-30,822.4105224609375,500.6214294433594,161.79588317871094,211.58941650390625,1016.877197265625
2015-12-31,827.4679565429688,504.2793884277344,162.41522216796875,213.7168731689453,1024.677001953125
2016-01-01,822.97265625,507.35504150390625,162.26658630371094,213.87486267089844,1016.0781860351562
2016-01-04,824.8923950195312,498.8506164550781,161.07745361328125,209.65150451660156,996.3990478515625
2016-01-05,843.4822998046875,495.0760803222656,160.95355224609375,211.726318359375,987.7159423828125
2016-01-06,830.136962890625,497.2662658691406,156.12271118164062,217.4241943359375,1001.44482421875
2016-01-07,816.9786987304688,492.1867980957031,153.39764404296875,213.43251037597656,997.0928955078125
2016-01-08,819.0859985351562,495.052734375,155.4043426513672,216.06556701660156,1008.1726684570312
2016-01-11,818.383544921875,493.3052062988281,156.59341430664062,221.51060485839844,993.3502807617188
2016-01-12,817.4937744140625,487.8763732910156,156.14752197265625,220.2151641845703,978.5069580078125
